year,lon,lat,palace,palace_name,palace_wx,dst_wx,k,sigma,TMAX,TMIN,DTR,TMAX_std,n_days
1882,112.5,27.5,4,巽(东南),0,4,2,2,-0.6253012833512742,1.0852466070602484,-1.7105478904115228,2.34953225879837,364
1882,115.0,27.5,4,巽(东南),0,4,2,2,-0.621552099505492,1.0816637238557758,-1.7032158233612673,2.2507048206834,364
1882,117.5,27.5,4,巽(东南),0,4,2,2,-0.4075702381953264,0.994866842779667,-1.4024370809749933,2.363694332877938,364
1882,120.0,27.5,5,中(中原),2,4,2,4,-0.10787433054889826,0.8766618747714667,-0.9845362053203652,2.671588819105246,364
1882,107.5,30.0,2,坤(西南),2,4,2,4,-0.1029715185555963,0.8507839805671432,-0.9535612171176592,2.854412287704719,160
1882,110.0,30.0,2,坤(西南),2,4,2,4,-0.42003236854475307,0.9078584820904883,-1.3278908506352414,2.8745680266596696,364
1882,112.5,30.0,4,巽(东南),0,4,2,2,-0.5609955921563098,0.8702783651943715,-1.4312739573506812,2.9103292591517294,364
1882,115.0,30.0,4,巽(东南),0,4,2,2,-0.8264508236901179,0.985302689963007,-1.811753513653125,2.830163101117372,364
1882,117.5,30.0,4,巽(东南),0,4,2,2,-0.6096390712514823,0.9130416670073396,-1.522680738258822,2.7965796012880517,364
1882,120.0,30.0,5,中(中原),2,4,2,4,-0.3892761119734206,0.7993455054682117,-1.1886216174416322,2.9691766185158968,364
1882,110.0,32.5,2,坤(西南),2,4,2,4,-0.4784776433956189,0.7369500256334524,-1.2154276690290713,3.130380875572682,351
1882,112.5,32.5,4,巽(东南),0,4,2,2,-0.46394527839987726,0.7744003059078847,-1.2383455843077622,2.8581456113156745,364
1882,115.0,32.5,4,巽(东南),0,4,2,2,-0.6906329473729856,0.8681539894633876,-1.5587869368363734,2.8213761168573366,364
1882,117.5,32.5,4,巽(东南),0,4,2,2,-0.6690818272327275,0.8663563411033562,-1.5354381683360836,2.921074762702496,364
1882,120.0,32.5,5,中(中原),2,4,2,4,-0.5953817324557832,0.6897928045129559,-1.2851745369687388,3.0387633818181894,364
1882,107.5,35.0,2,坤(西南),2,4,2,4,0.0411092805598306,0.6823867660275956,-0.6776585922153073,2.712104616760555,170
1882,110.0,35.0,2,坤(西南),2,4,2,4,-0.11717934461015381,0.5255843880841847,-0.6427637326943386,2.6620292674657007,352
1882,112.5,35.0,4,巽(东南),0,4,2,2,-0.19778984651300352,0.5757960555434275,-0.7735859020564311,2.4834802128998597,364
1882,115.0,35.0,4,巽(东南),0,4,2,2,-0.2554854874828281,0.595653864861171,-0.8511393523439993,2.4307181845959724,364
1882,117.5,35.0,4,巽(东南),0,4,2,2,-0.30101468778450985,0.59161664635424,-0.8926313341387498,2.4897817454228033,364
1882,127.5,35.0,7,兑(西),3,4,2,0,-0.6884494331143113,0.48058897612367596,-1.156931849908301,3.0927247341752726,354
1882,107.5,37.5,1,坎(北),4,4,2,1,0.007906274392471727,0.36564277151807417,-0.3906462518356447,2.464378740646739,170
1882,110.0,37.5,1,坎(北),4,4,2,1,-0.037190877753328064,0.24368284917718566,-0.3123127971559753,2.492513920740657,170
1882,112.5,37.5,3,震(东),0,4,2,2,0.3709935261909811,0.16239558236798543,0.20859794382299554,2.7569913077981885,352
1882,115.0,37.5,3,震(东),0,4,2,2,0.35681366949597726,0.15697178264475414,0.1998418868512232,2.686490082392449,364
1882,117.5,37.5,3,震(东),0,4,2,2,0.3082301253230914,0.1612102202766864,0.1470199050464051,2.629304991085701,364
1882,127.5,37.5,6,乾(西北),3,4,2,0,-0.2146200491870026,0.17987755395286198,-0.38295649327544345,2.585899307417215,356
1882,122.5,40.0,8,艮(东北),2,4,2,4,0.4685592271248939,-0.03824345860344092,0.5040448864653255,2.8889168097264655,356
1883,107.5,22.5,9,离(南),1,4,2,3,-1.6608258726055072,0.32560477192424975,-1.992122453087965,2.8581530918460496,302
1883,110.0,22.5,9,离(南),1,4,2,3,-1.6826919977964652,0.34915218577716733,-2.0483386191986375,2.752160133979288,354
1883,112.5,22.5,9,离(南),1,4,2,3,-1.412728037766003,0.6633744078719359,-2.0989817522226226,2.1544857350931217,354
1883,107.5,25.0,2,坤(西南),2,4,2,4,-1.3189380287501558,0.40692795135254334,-1.7407496201480794,2.236419086289063,354
1883,110.0,25.0,2,坤(西南),2,4,2,4,-1.230558512513,0.5056025521642886,-1.7528871029464341,2.0306412841735093,354
1883,112.5,25.0,4,巽(东南),0,4,2,2,-1.0259842869178437,0.7934575026895634,-1.8194417896074069,1.691484295527792,365
1883,115.0,25.0,4,巽(东南),0,4,2,2,-0.8618684505438339,1.0456600393860003,-1.9075284899298341,1.5730740631263354,365
1883,117.5,25.0,4,巽(东南),0,4,2,2,-0.7511042331104311,1.1488605702994032,-1.8999648034098344,1.7157989262147189,365
1883,105.0,27.5,2,坤(西南),2,4,2,4,-0.7116894918958873,0.48730252587036615,-1.2091511085440754,2.1178791359350932,322
1883,107.5,27.5,2,坤(西南),2,4,2,4,-0.6082444291426308,0.5181834627642748,-1.136572906180716,2.193038892456917,322
1883,110.0,27.5,2,坤(西南),2,4,2,4,-0.5159594489590598,0.6394225890942238,-1.1553820380532835,2.1243811482133155,365
1883,112.5,27.5,4,巽(东南),0,4,2,2,-0.5833784025511508,0.7836225536400016,-1.3670009561911525,2.0281078691598506,365
1883,115.0,27.5,4,巽(东南),0,4,2,2,-0.6974934077854726,0.9104214893085707,-1.6079148970940433,1.960650460589241,365
1883,117.5,27.5,4,巽(东南),0,4,2,2,-0.6274005612641266,0.9810351041521244,-1.608435665416251,2.1176242159215284,365
1883,120.0,27.5,5,中(中原),2,4,2,4,-0.489920002221553,0.9873187849479097,-1.4772387871694626,2.4051876702429507,365
1883,107.5,30.0,2,坤(西南),2,4,2,4,-0.17902886726693845,0.6169161316501416,-0.805702318856441,2.7240663976210455,322
1883,110.0,30.0,2,坤(西南),2,4,2,4,-0.08387211469174051,0.6741909331937332,-0.7580630478854739,2.712321914948831,365
1883,112.5,30.0,4,巽(东南),0,4,2,2,-0.2734231655773215,0.73893912039226,-1.0123622859695816,2.68428741542066,365
1883,115.0,30.0,4,巽(东南),0,4,2,2,-0.7385828500179735,0.8231519653453845,-1.561734815363358,2.4510512209566393,365
1883,117.5,30.0,4,巽(东南),0,4,2,2,-0.7031221747600016,0.8255642201842953,-1.5286863949442968,2.451093740800124,365
1883,120.0,30.0,5,中(中原),2,4,2,4,-0.6416669173884426,0.7876994907117163,-1.429366408100159,2.6087082625801714,365
1883,110.0,32.5,2,坤(西南),2,4,2,4,-0.20805978815572357,0.6745006402342034,-0.882560428389927,2.8662768536882903,334
1883,112.5,32.5,4,巽(东南),0,4,2,2,-0.267167029968541,0.6647855496194649,-0.931952579588006,2.6039511573421543,365
1883,115.0,32.5,4,巽(东南),0,4,2,2,-0.6057308226058803,0.7076851760714076,-1.313415998677288,2.471952535306686,365
1883,117.5,32.5,4,巽(东南),0,4,2,2,-0.6855875985248998,0.7161869766865895,-1.4017745752114894,2.5851879282912282,365
1883,120.0,32.5,5,中(中原),2,4,2,4,-0.6621142571924011,0.5670286132739932,-1.2291428704663943,2.691372786977739,365
1883,107.5,35.0,2,坤(西南),2,4,2,4,-0.06630808355793509,0.4443861129857375,-0.5000699996287364,2.5848590679254646,323
1883,110.0,35.0,2,坤(西南),2,4,2,4,-0.0913226767840134,0.4479543823483265,-0.5392770591323399,2.473829749147892,365
1883,112.5,35.0,4,巽(东南),0,4,2,2,-0.2707272165760408,0.4208010358277995,-0.6915282524038403,2.2756858964085454,365
1883,115.0,35.0,4,巽(东南),0,4,2,2,-0.4194778414349427,0.4200717683149744,-0.8395496097499172,2.1973320043678073,365
1883,117.5,35.0,4,巽(东南),0,4,2,2,-0.4966083651456575,0.41682189807510106,-0.9134302632207585,2.2660988510361766,365
1883,127.5,35.0,7,兑(西),3,4,2,0,-0.5946895163621226,0.5412459465035505,-1.128277694684312,2.7852256106029523,333
1883,107.5,37.5,1,坎(北),4,4,2,1,-0.0781351407048279,0.13031504586134202,-0.2022859771631946,2.2692519033764635,323
1883,110.0,37.5,1,坎(北),4,4,2,1,-0.10290241371420612,-0.00046889601196898874,-0.09822407856787439,2.2590331788943154,323
1883,112.5,37.5,3,震(东),0,4,2,2,-0.10689205402347195,-0.04159133646885068,-0.06530071755462123,2.322577842384735,365
1883,115.0,37.5,3,震(东),0,4,2,2,-0.1605203251266972,-0.10303278090774927,-0.057487544218947965,2.324002534224688,365
1883,117.5,37.5,3,震(东),0,4,2,2,-0.2016241829688793,-0.10074858334302271,-0.10087559962585654,2.306805107851955,365
1883,127.5,37.5,6,乾(西北),3,4,2,0,-0.4047810586845511,-1.0077838212944072e-05,-0.4010193008739756,2.3559114064171482,364
1883,122.5,40.0,8,艮(东北),2,4,2,4,-0.12344807161422776,-0.2964693998518217,0.17265655623792742,2.4761721516242865,364
1884,107.5,22.5,9,离(南),1,4,2,3,-0.9500786474744117,0.5922959483597114,-1.649488009515166,2.390559115455501,256
1884,110.0,22.5,9,离(南),1,4,2,3,-0.9761275725867344,0.625727919269987,-1.7060213193994365,2.3340142286690155,256
1884,112.5,22.5,9,离(南),1,4,2,3,-0.933586028015039,0.8290810087115826,-1.8493282815324559,1.936197214686558,256
1884,107.5,25.0,2,坤(西南),2,4,2,4,-0.4778494215620082,0.6939744219311618,-1.2711370032013267,1.9954745223782546,256
1884,110.0,25.0,2,坤(西南),2,4,2,4,-0.415820754414542,0.7590541985026453,-1.2686882884972264,1.853666644323422,256
1884,112.5,25.0,4,巽(东南),0,4,2,2,-0.5575403074831774,0.9534720358564818,-1.5110123433396594,1.745387719756127,366
1884,115.0,25.0,4,巽(东南),0,4,2,2,-0.7952686634433135,1.0466196147863978,-1.8418882782297112,1.7043522223378873,366
1884,117.5,25.0,4,巽(东南),0,4,2,2,-0.8898882581250455,1.0305250811881808,-1.920413339313226,1.793391133607261,366
1884,110.0,27.5,2,坤(西南),2,4,2,4,0.613541808989854,0.7638378658046296,-0.15029605681477556,2.3889193485233955,359
1884,112.5,27.5,4,巽(东南),0,4,2,2,0.17355908082419821,0.6985489745930487,-0.5249898937688504,2.138124674268879,366
1884,115.0,27.5,4,巽(东南),0,4,2,2,-0.3294759738565392,0.6371730152347598,-0.9666489890912988,1.9559236718767192,366
1884,117.5,27.5,4,巽(东南),0,4,2,2,-0.6224824417410592,0.5525536462679274,-1.1750360880089867,2.0912393024423865,366
1884,120.0,27.5,5,中(中原),2,4,2,4,-0.6460728987082643,0.48055535376414177,-1.126628252472406,2.297675134336333,366
1884,110.0,30.0,2,坤(西南),2,4,2,4,1.0065511839428583,0.7098658015074909,0.2966853824353673,2.9569589865109744,366
1884,112.5,30.0,4,巽(东南),0,4,2,2,0.7646387512336246,0.5975907988876166,0.16704795234600797,2.795752063742028,366
1884,115.0,30.0,4,巽(东南),0,4,2,2,0.041861217217924795,0.35176117475418484,-0.30989995753626004,2.4670194122654423,366
1884,117.5,30.0,4,巽(东南),0,4,2,2,-0.5305976262354045,0.14238058148792251,-0.6729782077233271,2.5205038902436767,366
1884,120.0,30.0,5,中(中原),2,4,2,4,-0.7184985438451141,0.1028630339620062,-0.8213615778071204,2.561270338035544,366
1884,110.0,32.5,2,坤(西南),2,4,2,4,1.0915042719294252,0.6318424853813003,0.44102943125791877,3.087562470351999,362
1884,112.5,32.5,4,巽(东南),0,4,2,2,0.6993804820337732,0.4715432936607683,0.22783718837300482,2.8766206045918405,366
1884,115.0,32.5,4,巽(东南),0,4,2,2,0.04861146511171145,0.17996979233824037,-0.13135832722652885,2.734798177947035,366
1884,117.5,32.5,4,巽(东南),0,4,2,2,-0.49827742398330727,-0.07725022574197862,-0.4210271982413285,2.874026586951306,366
1884,120.0,32.5,5,中(中原),2,4,2,4,-0.7889276124926398,-0.2789526262619397,-0.5099749862306999,2.9094539563683193,366
1884,112.5,35.0,4,巽(东南),0,4,2,2,0.4070968300177798,0.3081224527229132,0.09897437729486665,2.8200745628062434,366
1884,115.0,35.0,4,巽(东南),0,4,2,2,-0.10015643251120922,0.0877132238952087,-0.1878696564064179,2.765887812444506,366
1884,117.5,35.0,4,巽(东南),0,4,2,2,-0.5108781600674018,-0.11656975203792146,-0.39430840802948025,2.8534472940498508,366
1884,127.5,35.0,7,兑(西),3,4,2,0,-0.929443382920415,-0.43099401731457065,-0.5225009082588075,2.833293516329454,360
1884,115.0,37.5,3,震(东),0,4,2,2,-0.19870396594366466,0.0015769542226219118,-0.20028092016628662,2.809490470733726,366
1884,117.5,37.5,3,震(东),0,4,2,2,-0.5011818906921915,-0.15672159124652565,-0.34446029944566575,2.872776715256417,366
1885,110.0,20.0,9,离(南),1,4,2,3,-1.8110290534287756,0.4403466870450341,-2.3510737600367566,2.6041834708817184,79
1885,107.5,22.5,9,离(南),1,4,2,3,-1.8509907393877365,-0.20605738266139648,-1.7157756271775277,3.2775044655647276,330
1885,110.0,22.5,9,离(南),1,4,2,3,-1.7048442352976927,-0.15546102543632584,-1.5536543234300646,3.0459582940409393,363
1885,112.5,22.5,9,离(南),1,4,2,3,-1.2431416089953256,0.08844212082522544,-1.3315837298205508,2.4339353642755026,364
1885,107.5,25.0,2,坤(西南),2,4,2,4,-1.1373937269623726,-0.07620626838800137,-1.060691009790158,2.609312085117864,362
1885,110.0,25.0,2,坤(西南),2,4,2,4,-0.9790276270961246,-0.03055681954474206,-0.9484708075513826,2.3544012850509723,364
1885,112.5,25.0,4,巽(东南),0,4,2,2,-0.7251414986048677,0.14966753824754844,-0.8748090368524161,2.058768958253681,365
1885,115.0,25.0,4,巽(东南),0,4,2,2,-0.5953782741402548,0.30850656888125944,-0.9038848430215143,1.9818836850408035,365
1885,117.5,25.0,4,巽(东南),0,4,2,2,-0.6439142017226168,0.3308030994833028,-0.9747173012059197,2.012186434000701,365
1885,105.0,27.5,2,坤(西南),2,4,2,4,-0.1738127849372158,0.05327105843981803,-0.26329210819462584,2.57695385806631,321
1885,107.5,27.5,2,坤(西南),2,4,2,4,-0.03982318462943931,0.01830732877241971,-0.058729690347254546,2.6944218690745094,342
1885,110.0,27.5,2,坤(西南),2,4,2,4,-0.033122544725216314,0.10487864198861624,-0.13800118671383255,2.617074648874714,365
1885,112.5,27.5,4,巽(东南),0,4,2,2,-0.13846149629419602,0.1558356148962903,-0.29429711119048635,2.516944194882682,365
1885,115.0,27.5,4,巽(东南),0,4,2,2,-0.39100030143692044,0.14846756282522525,-0.5394678642621458,2.3787737645067515,365
1885,117.5,27.5,4,巽(东南),0,4,2,2,-0.5892833173797751,0.07791821727212489,-0.6672015346519,2.356418861910511,365
1885,120.0,27.5,5,中(中原),2,4,2,4,-0.725401119253009,-0.0034722109781551956,-0.7219289082748537,2.4292786719596244,365
1885,107.5,30.0,2,坤(西南),2,4,2,4,0.6119630284834078,0.11903828387866039,0.49504515879347405,3.325256039563047,342
1885,110.0,30.0,2,坤(西南),2,4,2,4,0.5341563971393499,0.15299141083473555,0.38116498630461443,3.291960369676112,365
1885,112.5,30.0,4,巽(东南),0,4,2,2,0.3978499464693038,0.2018693873450607,0.19598055912424298,3.2348358717893926,365
1885,115.0,30.0,4,巽(东南),0,4,2,2,-0.22267436371918134,0.14871486647679166,-0.3713892301959731,2.95739286278993,365
1885,117.5,30.0,4,巽(东南),0,4,2,2,-0.589355842074914,-0.07491587699414161,-0.5144399650807724,2.8576593161637214,365
1885,120.0,30.0,5,中(中原),2,4,2,4,-0.7590246875376448,-0.10455582904029796,-0.6544688584973469,2.788772050127624,365
1885,107.5,32.5,2,坤(西南),2,4,2,4,1.079291193803,0.17601495000697673,0.9061191295165804,3.6216137411953575,296
1885,110.0,32.5,2,坤(西南),2,4,2,4,0.6161859254856198,0.17789527514079212,0.43829065034482767,3.4875866555826294,365
1885,112.5,32.5,4,巽(东南),0,4,2,2,0.3331922550426031,0.16566481873023012,0.16752743631237293,3.2726106431323223,365
1885,115.0,32.5,4,巽(东南),0,4,2,2,-0.15699310764735067,0.1139546024331694,-0.27094771008052015,3.089634908899163,365
1885,117.5,32.5,4,巽(东南),0,4,2,2,-0.4795242622350756,-0.01749978244975959,-0.4620244797853159,3.1463636147549776,365
1885,120.0,32.5,5,中(中原),2,4,2,4,-0.736342932921174,-0.21899952338979434,-0.5173434095313798,3.0998330300373276,365
1885,110.0,35.0,2,坤(西南),2,4,2,4,0.4919229392492285,0.17875442077900952,0.3131685184702189,3.4526080381823245,353
1885,112.5,35.0,4,巽(东南),0,4,2,2,0.1281799627521333,0.11535671365329517,0.012823249098838215,3.1817451359133404,365
1885,115.0,35.0,4,巽(东南),0,4,2,2,-0.19163533445571604,0.05231412595200338,-0.24394946040771923,3.1083829821891,365
1885,117.5,35.0,4,巽(东南),0,4,2,2,-0.46134623712619716,-0.04885141859399307,-0.41249481853220404,3.109917942469744,365
1885,127.5,35.0,7,兑(西),3,4,2,0,-0.9631010992693139,-0.3729564042655581,-0.6245291859085885,3.033846778691415,331
1885,112.5,37.5,3,震(东),0,4,2,2,0.17122318089507355,0.15787393567183766,0.013349245223235861,3.3617473073338,353
1885,115.0,37.5,3,震(东),0,4,2,2,-0.23810886749682325,0.01712664981228006,-0.2552355173091033,3.0981420024521484,365
1885,117.5,37.5,3,震(东),0,4,2,2,-0.4451402906371458,-0.06100316899425044,-0.3841371216428952,3.0894034693534564,365
1886,110.0,20.0,9,离(南),1,4,2,3,-0.508903240622768,-0.9809337063536706,0.4618492721733269,3.632399965538108,257
1886,107.5,22.5,9,离(南),1,4,2,3,-0.1024352442320084,-0.9001226254365272,0.8226093398865694,3.4869080080775197,245
1886,110.0,22.5,9,离(南),1,4,2,3,-0.48380033971896985,-0.5907697753133457,0.10696943559437581,3.1551292239215996,365
1886,112.5,22.5,9,离(南),1,4,2,3,-0.5640865054260344,-0.4273530146592723,-0.13673349076676203,2.6674113871687277,365
1886,107.5,25.0,2,坤(西南),2,4,2,4,-0.051619379786235,-0.4936610494037818,0.4610862189828383,2.742360024738485,330
1886,110.0,25.0,2,坤(西南),2,4,2,4,-0.2928096022883691,-0.391632700347104,0.09882309805873506,2.5879847093313852,365
1886,112.5,25.0,4,巽(东南),0,4,2,2,-0.39762133002888655,-0.24500698362137896,-0.1526143464075075,2.2169175675991992,365
1886,115.0,25.0,4,巽(东南),0,4,2,2,-0.5180208681412927,-0.1900897493000826,-0.3279311188412101,2.1067820885611805,365
1886,117.5,25.0,4,巽(东南),0,4,2,2,-0.5849490676130833,-0.22181372784930295,-0.36313533976378043,2.0116543770562747,365
1886,105.0,27.5,2,坤(西南),2,4,2,4,0.30893904273645234,-0.38947496036201434,0.7433743142298068,2.7778501403161657,246
